PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30510897","Wavelength optimization in the multispectral photoacoustic tomography of the lymphatic drainage in mice","Nassif IA, Zhou X, Yücel YH, Toronov V.","Photoacoustics. 2018 Nov 2;12:75-81. doi: 10.1016/j.pacs.2018.10.002. eCollection 2018 Dec.","Nassif IA","Photoacoustics","2018","2018/12/05","PMC6258360","","10.1016/j.pacs.2018.10.002"
"25604545","Multimodal imaging of cutaneous wound tissue","Zhang S, Gnyawali S, Huang J, Ren W, Gordillo G, Sen CK, Xu R.","J Biomed Opt. 2015 Jan;20(1):016016. doi: 10.1117/1.JBO.20.1.016016.","Zhang S","J Biomed Opt","2015","2015/01/22","PMC4300315","","10.1117/1.JBO.20.1.016016"
"33580641","Handheld macroscopic Raman spectroscopy imaging instrument for machine-learning-based molecular tissue margins characterization","Daoust F, Nguyen T, Orsini P, Bismuth J, de Denus-Baillargeon MM, Veilleux I, Wetter A, Mckoy P, Dicaire I, Massabki M, Petrecca K, Leblond F.","J Biomed Opt. 2021 Feb;26(2):022911. doi: 10.1117/1.JBO.26.2.022911.","Daoust F","J Biomed Opt","2021","2021/02/13","PMC7880244","","10.1117/1.JBO.26.2.022911"
"33320552","Contrast-Enhanced Multispectral Photoacoustic Imaging for Irregular Hepatectomy Navigation: A Pilot Study","Zhang Y, Lv J, Liu P, Zhao X, Chen K, Li Q, Nie L, Fang C.","ACS Biomater Sci Eng. 2020 Oct 12;6(10):5874-5885. doi: 10.1021/acsbiomaterials.0c00921. Epub 2020 Sep 8.","Zhang Y","ACS Biomater Sci Eng","2020","2020/12/15","","","10.1021/acsbiomaterials.0c00921"
"26440616","Multispectral tissue characterization for intestinal anastomosis optimization","Cha J, Shademan A, Le HN, Decker R, Kim PC, Kang JU, Krieger A.","J Biomed Opt. 2015 Oct;20(10):106001. doi: 10.1117/1.JBO.20.10.106001.","Cha J","J Biomed Opt","2015","2015/10/07","PMC5996867","","10.1117/1.JBO.20.10.106001"
"24575350","Handheld Diffuse Reflectance Spectral Imaging (DRSi) for in-vivo characterization of skin","Bish SF, Sharma M, Wang Y, Triesault NJ, Reichenberg JS, Zhang JX, Tunnell JW.","Biomed Opt Express. 2014 Jan 24;5(2):573-86. doi: 10.1364/BOE.5.000573. eCollection 2014 Feb 1.","Bish SF","Biomed Opt Express","2014","2014/02/28","PMC3920886","","10.1364/BOE.5.000573"
"30728957","Transmission-reflection optoacoustic ultrasound (TROPUS) computed tomography of small animals","Merčep E, Herraiz JL, Deán-Ben XL, Razansky D.","Light Sci Appl. 2019 Jan 30;8:18. doi: 10.1038/s41377-019-0130-5. eCollection 2019.","Merčep E","Light Sci Appl","2019","2019/02/08","PMC6351605","","10.1038/s41377-019-0130-5"
"30515853","Accelerated imaging of metallic implants using model-based nonlinear reconstruction","Shi X, Levine E, Weber H, Hargreaves BA.","Magn Reson Med. 2019 Apr;81(4):2247-2263. doi: 10.1002/mrm.27536. Epub 2018 Dec 4.","Shi X","Magn Reson Med","2019","2018/12/06","","","10.1002/mrm.27536"
"32755076","Handheld multispectral imager for quantitative skin assessment in low-resource settings","Belcastro L, Jonasson H, Strömberg T, Saager RB.","J Biomed Opt. 2020 Aug;25(8):1-12. doi: 10.1117/1.JBO.25.8.082702.","Belcastro L","J Biomed Opt","2020","2020/08/06","PMC7399474","","10.1117/1.JBO.25.8.082702"
"26137366","Blind source separation of ex-vivo aorta tissue multispectral images","Galeano J, Perez S, Montoya Y, Botina D, Garzón J.","Biomed Opt Express. 2015 Apr 6;6(5):1589-98. doi: 10.1364/BOE.6.001589. eCollection 2015 May 1.","Galeano J","Biomed Opt Express","2015","2015/07/03","PMC4467706","","10.1364/BOE.6.001589"
"35651880","Hyperspectral Imaging as a Tool for Viability Assessment During Normothermic Machine Perfusion of Human Livers: A Proof of Concept Pilot Study","Fodor M, Lanser L, Hofmann J, Otarashvili G, Pühringer M, Cardini B, Oberhuber R, Resch T, Weissenbacher A, Maglione M, Margreiter C, Zelger P, Pallua JD, Öfner D, Sucher R, Hautz T, Schneeberger S.","Transpl Int. 2022 May 16;35:10355. doi: 10.3389/ti.2022.10355. eCollection 2022.","Fodor M","Transpl Int","2022","2022/06/02","PMC9150258","","10.3389/ti.2022.10355"
"29637244","[Hyperspectral imaging of gastrointestinal anastomoses]","Jansen-Winkeln B, Maktabi M, Takoh JP, Rabe SM, Barberio M, Köhler H, Neumuth T, Melzer A, Chalopin C, Gockel I.","Chirurg. 2018 Sep;89(9):717-725. doi: 10.1007/s00104-018-0633-2.","Jansen-Winkeln B","Chirurg","2018","2018/04/12","","","10.1007/s00104-018-0633-2"
"25780748","Phthalocyanine photosensitizers as contrast agents for in vivo photoacoustic tumor imaging","Attia AB, Balasundaram G, Driessen W, Ntziachristos V, Olivo M.","Biomed Opt Express. 2015 Jan 26;6(2):591-8. doi: 10.1364/BOE.6.000591. eCollection 2015 Feb 1.","Attia AB","Biomed Opt Express","2015","2015/03/18","PMC4354593","","10.1364/BOE.6.000591"
"30245540","Tumor Margin Classification of Head and Neck Cancer Using Hyperspectral Imaging and Convolutional Neural Networks","Halicek M, Little JV, Wang X, Patel M, Griffith CC, Chen AY, Fei B.","Proc SPIE Int Soc Opt Eng. 2018 Feb;10576:1057605. doi: 10.1117/12.2293167. Epub 2018 Mar 12.","Halicek M","Proc SPIE Int Soc Opt Eng","2018","2018/09/25","PMC6149520","NIHMS986998","10.1117/12.2293167"
"21995916","In vivo noninvasive detection of chlorophyll distribution in cucumber (Cucumis sativus) leaves by indices based on hyperspectral imaging","Zou X, Shi J, Hao L, Zhao J, Mao H, Chen Z, Li Y, Holmes M.","Anal Chim Acta. 2011 Nov 7;706(1):105-12. doi: 10.1016/j.aca.2011.08.026. Epub 2011 Aug 25.","Zou X","Anal Chim Acta","2011","2011/10/15","","","10.1016/j.aca.2011.08.026"
"29215150","MRI monitoring of focused ultrasound sonications near metallic hardware","Weber H, Ghanouni P, Pascal-Tenorio A, Pauly KB, Hargreaves BA.","Magn Reson Med. 2018 Jul;80(1):259-271. doi: 10.1002/mrm.27034. Epub 2017 Dec 7.","Weber H","Magn Reson Med","2018","2017/12/08","PMC5876098","NIHMS926892","10.1002/mrm.27034"
"32247986","Clinical label-free biochemical and metabolic fluorescence lifetime endoscopic imaging of precancerous and cancerous oral lesions","Duran-Sierra E, Cheng S, Cuenca-Martinez R, Malik B, Maitland KC, Lisa Cheng YS, Wright J, Ahmed B, Ji J, Martinez M, Al-Khalil M, Al-Enazi H, Jo JA.","Oral Oncol. 2020 Jun;105:104635. doi: 10.1016/j.oraloncology.2020.104635. Epub 2020 Apr 2.","Duran-Sierra E","Oral Oncol","2020","2020/04/06","PMC7453422","NIHMS1581712","10.1016/j.oraloncology.2020.104635"
"29675330","Multispectral analog-mean-delay fluorescence lifetime imaging combined with optical coherence tomography","Nam HS, Kang WJ, Lee MW, Song JW, Kim JW, Oh WY, Yoo H.","Biomed Opt Express. 2018 Mar 27;9(4):1930-1947. doi: 10.1364/BOE.9.001930. eCollection 2018 Apr 1.","Nam HS","Biomed Opt Express","2018","2018/04/21","PMC5905935","","10.1364/BOE.9.001930"
"29494335","Diffuse near-infrared imaging of tissue with picosecond time resolution","Grosenick D, Wabnitz H, Macdonald R.","Biomed Tech (Berl). 2018 Oct 25;63(5):511-518. doi: 10.1515/bmt-2017-0067.","Grosenick D","Biomed Tech (Berl)","2018","2018/03/02","","","10.1515/bmt-2017-0067"
"31015458","A clinically translatable hyperspectral endoscopy (HySE) system for imaging the gastrointestinal tract","Yoon J, Joseph J, Waterhouse DJ, Luthman AS, Gordon GSD, di Pietro M, Januszewicz W, Fitzgerald RC, Bohndiek SE.","Nat Commun. 2019 Apr 23;10(1):1902. doi: 10.1038/s41467-019-09484-4.","Yoon J","Nat Commun","2019","2019/04/25","PMC6478902","","10.1038/s41467-019-09484-4"
"35632249","Intraoperative Optical Monitoring of Spinal Cord Hemodynamics Using Multiwavelength Imaging System","Mainard N, Tsiakaka O, Li S, Denoulet J, Messaoudene K, Vialle R, Feruglio S.","Sensors (Basel). 2022 May 19;22(10):3840. doi: 10.3390/s22103840.","Mainard N","Sensors (Basel)","2022","2022/05/28","PMC9146887","","10.3390/s22103840"
"23188298","Imaging Fourier transform endospectroscopy for in vivo and in situ multispectral imaging","Zhang H, Yuan J, Fu L.","Opt Express. 2012 Oct 8;20(21):23349-60. doi: 10.1364/OE.20.023349.","Zhang H","Opt Express","2012","2012/11/29","","","10.1364/OE.20.023349"
"30842426","Multispectral optoacoustic imaging of dynamic redox correlation and pathophysiological progression utilizing upconversion nanoprobes","Ai X, Wang Z, Cheong H, Wang Y, Zhang R, Lin J, Zheng Y, Gao M, Xing B.","Nat Commun. 2019 Mar 6;10(1):1087. doi: 10.1038/s41467-019-09001-7.","Ai X","Nat Commun","2019","2019/03/08","PMC6403272","","10.1038/s41467-019-09001-7"
"31236997","Optical Access to Arteriovenous Cerebral Microcirculation Through a Transparent Cranial Implant","Davoodzadeh N, Cano-Velázquez MS, Halaney DL, Jonak CR, Binder DK, Aguilar G.","Lasers Surg Med. 2019 Dec;51(10):920-932. doi: 10.1002/lsm.23127. Epub 2019 Jun 24.","Davoodzadeh N","Lasers Surg Med","2019","2019/06/26","","","10.1002/lsm.23127"
"18794965","Hyperspectral in vivo two-photon microscopy of intrinsic contrast","Radosevich AJ, Bouchard MB, Burgess SA, Chen BR, Hillman EM.","Opt Lett. 2008 Sep 15;33(18):2164-6. doi: 10.1364/ol.33.002164.","Radosevich AJ","Opt Lett","2008","2008/09/17","PMC2633445","NIHMS85663","10.1364/ol.33.002164"
"35191236","Skin chromophore mapping by smartphone RGB camera under spectral band and spectral line illumination","Kuzmina I, Oshina I, Dambite L, Lukinsone V, Maslobojeva A, Berzina A, Spigulis J.","J Biomed Opt. 2022 Feb;27(2):026004. doi: 10.1117/1.JBO.27.2.026004.","Kuzmina I","J Biomed Opt","2022","2022/02/22","PMC8860175","","10.1117/1.JBO.27.2.026004"
"21164898","Spectroscopic optical coherence elastography","Adie SG, Liang X, Kennedy BF, John R, Sampson DD, Boppart SA.","Opt Express. 2010 Dec 6;18(25):25519-34. doi: 10.1364/OE.18.025519.","Adie SG","Opt Express","2010","2010/12/18","PMC3319753","NIHMS361006","10.1364/OE.18.025519"
"20962935","Multispectral quantitative photoacoustic imaging of osteoarthritis in finger joints","Xiao J, He J.","Appl Opt. 2010 Oct 20;49(30):5721-7. doi: 10.1364/AO.49.005721.","Xiao J","Appl Opt","2010","2010/10/22","","","10.1364/AO.49.005721"
"28943412","Magnetic resonance microdynamic imaging reveals distinct tissue microenvironments","Benjamini D, Basser PJ.","Neuroimage. 2017 Dec;163:183-196. doi: 10.1016/j.neuroimage.2017.09.033. Epub 2017 Sep 22.","Benjamini D","Neuroimage","2017","2017/09/26","PMC5716914","NIHMS909106","10.1016/j.neuroimage.2017.09.033"
"32445617","Morphological analysis of aqueous humor drainage using QD nanoparticles and indocyanine green","Nur İH, Saçmacı Ş, Orhan İ, Perez W, Testereci H.","Microsc Res Tech. 2020 Sep;83(9):1032-1044. doi: 10.1002/jemt.23494. Epub 2020 May 23.","Nur İH","Microsc Res Tech","2020","2020/05/24","","","10.1002/jemt.23494"
"23069779","Soft nanomaterial-based targeting polymersomes for near-infrared fluorescence multispectral in vivo imaging","Li Z, Wu L, Hu P, Han S, Zhang T, Fan H, Jin W, Jin Q, Mu Y.","Nanoscale. 2012 Nov 21;4(22):7097-105. doi: 10.1039/c2nr32047a.","Li Z","Nanoscale","2012","2012/10/17","","","10.1039/c2nr32047a"
"31534524","Comparison of cerebral and cutaneous microvascular dysfunction with the development of type 1 diabetes","Feng W, Liu S, Zhang C, Xia Q, Yu T, Zhu D.","Theranostics. 2019 Aug 12;9(20):5854-5868. doi: 10.7150/thno.33738. eCollection 2019.","Feng W","Theranostics","2019","2019/09/20","PMC6735377","","10.7150/thno.33738"
"24689603","Design and evaluation of a device for fast multispectral time-resolved fluorescence spectroscopy and imaging","Yankelevich DR, Ma D, Liu J, Sun Y, Sun Y, Bec J, Elson DS, Marcu L.","Rev Sci Instrum. 2014 Mar;85(3):034303. doi: 10.1063/1.4869037.","Yankelevich DR","Rev Sci Instrum","2014","2014/04/03","PMC3971822","","10.1063/1.4869037"
"28855967","QUANTIFYING NANOPARTICLE TRANSPORT IN VIVO USING HYPERSPECTRAL IMAGING WITH A DORSAL SKINFOLD WINDOW CHAMBER","McKee TD, Chen J, Corbin I, Zheng G, Khokha R.","J Innov Opt Health Sci. 2012 Oct;5(4):1250023. doi: 10.1142/S179354581250023X. Epub 2012 Nov 26.","McKee TD","J Innov Opt Health Sci","2012","2017/09/01","PMC5573229","NIHMS866634","10.1142/S179354581250023X"
"32227917","In Vivo Spectral Distortions of Infrared Luminescent Nanothermometers Compromise Their Reliability","Shen Y, Lifante J, Fernández N, Jaque D, Ximendes E.","ACS Nano. 2020 Apr 28;14(4):4122-4133. doi: 10.1021/acsnano.9b08824. Epub 2020 Apr 3.","Shen Y","ACS Nano","2020","2020/04/02","","","10.1021/acsnano.9b08824"
"33241074","Validation of two techniques for intraoperative hyperspectral human tissue determination","Wisotzky EL, Kossack B, Uecker FC, Arens P, Hilsmann A, Eisert P.","J Med Imaging (Bellingham). 2020 Nov;7(6):065001. doi: 10.1117/1.JMI.7.6.065001. Epub 2020 Nov 19.","Wisotzky EL","J Med Imaging (Bellingham)","2020","2020/11/26","PMC7675006","","10.1117/1.JMI.7.6.065001"
"36180520","Comparison of image registration methods for combining laparoscopic video and spectral image data","Köhler H, Pfahl A, Moulla Y, Thomaßen MT, Maktabi M, Gockel I, Neumuth T, Melzer A, Chalopin C.","Sci Rep. 2022 Sep 30;12(1):16459. doi: 10.1038/s41598-022-20816-1.","Köhler H","Sci Rep","2022","2022/09/30","PMC9525266","","10.1038/s41598-022-20816-1"
"31380264","Confocal-Assisted Multispectral Fluorescent Microscopy for Brain Tumor Surgery","Charalampaki P, Nakamura M, Athanasopoulos D, Heimann A.","Front Oncol. 2019 Jul 18;9:583. doi: 10.3389/fonc.2019.00583. eCollection 2019.","Charalampaki P","Front Oncol","2019","2019/08/06","PMC6657348","","10.3389/fonc.2019.00583"
"19751103","Intravital molecular imaging of small-diameter tissue-engineered vascular grafts in mice: a feasibility study","Hjortnaes J, Gottlieb D, Figueiredo JL, Melero-Martin J, Kohler RH, Bischoff J, Weissleder R, Mayer JE, Aikawa E.","Tissue Eng Part C Methods. 2010 Aug;16(4):597-607. doi: 10.1089/ten.TEC.2009.0466.","Hjortnaes J","Tissue Eng Part C Methods","2010","2009/09/16","PMC7875113","","10.1089/ten.TEC.2009.0466"
"31259054","Towards real-time multispectral endoscopic imaging for cardiac lesion quality assessment","Park SY, Singh-Moon RP, Wan EY, Hendon CP.","Biomed Opt Express. 2019 May 16;10(6):2829-2846. doi: 10.1364/BOE.10.002829. eCollection 2019 Jun 1.","Park SY","Biomed Opt Express","2019","2019/07/02","PMC6583339","","10.1364/BOE.10.002829"
"34829925","Multi-Aspect Optoacoustic Imaging of Breast Tumors under Chemotherapy with Exogenous and Endogenous Contrasts: Focus on Apoptosis and Hypoxia","Karlas A, Nunes A, Driessen W, Liapis E, Reber J.","Biomedicines. 2021 Nov 16;9(11):1696. doi: 10.3390/biomedicines9111696.","Karlas A","Biomedicines","2021","2021/11/27","PMC8615838","","10.3390/biomedicines9111696"
"34955757","Retinal Organoids Long-Term Functional Characterization Using Two-Photon Fluorescence Lifetime and Hyperspectral Microscopy","Xue Y, Browne AW, Tang WC, Delgado J, McLelland BT, Nistor G, Chen JT, Chew K, Lee N, Keirstead HS, Seiler MJ.","Front Cell Neurosci. 2021 Dec 10;15:796903. doi: 10.3389/fncel.2021.796903. eCollection 2021.","Xue Y","Front Cell Neurosci","2021","2021/12/27","PMC8707055","","10.3389/fncel.2021.796903"
"28518117","Simultaneous Evaluation of Cerebral Hemodynamics and Light Scattering Properties of the In Vivo Rat Brain Using Multispectral Diffuse Reflectance Imaging","Nishidate I, Mustari A, Kawauchi S, Sato S, Sato M.","J Vis Exp. 2017 May 7;(123):55399. doi: 10.3791/55399.","Nishidate I","J Vis Exp","2017","2017/05/19","PMC5607893","","10.3791/55399"
"28149926","Tissue classification for laparoscopic image understanding based on multispectral texture analysis","Zhang Y, Wirkert SJ, Iszatt J, Kenngott H, Wagner M, Mayer B, Stock C, Clancy NT, Elson DS, Maier-Hein L.","J Med Imaging (Bellingham). 2017 Jan;4(1):015001. doi: 10.1117/1.JMI.4.1.015001. Epub 2017 Jan 25.","Zhang Y","J Med Imaging (Bellingham)","2017","2017/02/03","PMC5265243","","10.1117/1.JMI.4.1.015001"
"27792808","Hyperspectral imaging fluorescence excitation scanning for colon cancer detection","Leavesley SJ, Walters M, Lopez C, Baker T, Favreau PF, Rich TC, Rider PF, Boudreaux CW.","J Biomed Opt. 2016 Oct 1;21(10):104003. doi: 10.1117/1.JBO.21.10.104003.","Leavesley SJ","J Biomed Opt","2016","2016/10/30","PMC5084534","","10.1117/1.JBO.21.10.104003"
"34054187","Comparing Methods for Analysis of Biomedical Hyperspectral Image Data","Leavesley SJ, Sweat B, Abbott C, Favreau PF, Annamdevula NS, Rich TC.","Proc SPIE Int Soc Opt Eng. 2017 Jan-Feb;10068:100680S. doi: 10.1117/12.2252827. Epub 2017 Feb 16.","Leavesley SJ","Proc SPIE Int Soc Opt Eng","2017","2021/05/31","PMC8161548","NIHMS1702824","10.1117/12.2252827"
"19590118","Excitation spectroscopy in multispectral optical fluorescence tomography: methodology, feasibility and computer simulation studies","Chaudhari AJ, Ahn S, Levenson R, Badawi RD, Cherry SR, Leahy RM.","Phys Med Biol. 2009 Aug 7;54(15):4687-704. doi: 10.1088/0031-9155/54/15/004. Epub 2009 Jul 10.","Chaudhari AJ","Phys Med Biol","2009","2009/07/11","PMC2740369","NIHMS139514","10.1088/0031-9155/54/15/004"
"33011275","The molecular and physiological consequences of cold plasma treatment in murine skin and its barrier function","Schmidt A, Liebelt G, Striesow J, Freund E, von Woedtke T, Wende K, Bekeschus S.","Free Radic Biol Med. 2020 Dec;161:32-49. doi: 10.1016/j.freeradbiomed.2020.09.026. Epub 2020 Oct 1.","Schmidt A","Free Radic Biol Med","2020","2020/10/04","","","10.1016/j.freeradbiomed.2020.09.026"
"30358334","Bimodal reflectance and fluorescence multispectral endoscopy based on spectrally resolving detector arrays","Luthman AS, Waterhouse DJ, Ansel-Bollepalli L, Yoon J, Gordon GSD, Joseph J, di Pietro M, Januszewicz W, Bohndiek SE.","J Biomed Opt. 2018 Oct;24(3):1-14. doi: 10.1117/1.JBO.24.3.031009.","Luthman AS","J Biomed Opt","2018","2018/10/26","PMC6975231","","10.1117/1.JBO.24.3.031009"
"27500635","Quantitation of Intra-peritoneal Ovarian Cancer Metastasis","Lewellen KA, Metzinger MN, Liu Y, Stack MS.","J Vis Exp. 2016 Jul 18;(113). doi: 10.3791/53316.","Lewellen KA","J Vis Exp","2016","2016/08/09","","","10.3791/53316"
"26046360","Detection of Phosphatidylcholine-Coated Gold Nanoparticles in Orthotopic Pancreatic Adenocarcinoma using Hyperspectral Imaging","England CG, Huang JS, James KT, Zhang G, Gobin AM, Frieboes HB.","PLoS One. 2015 Jun 5;10(6):e0129172. doi: 10.1371/journal.pone.0129172. eCollection 2015.","England CG","PLoS One","2015","2015/06/06","PMC4457854","","10.1371/journal.pone.0129172"
"33379556","Simultaneous multi-color optical sectioning fluorescence microscopy with wavelength-coded volume holographic gratings","Chia YH, Yeh JA, Huang YY, Luo Y.","Opt Express. 2020 Dec 7;28(25):37177-37187. doi: 10.1364/OE.409179.","Chia YH","Opt Express","2020","2020/12/31","","","10.1364/OE.409179"
"31853416","Assessing spectral imaging of the human finger for detection of arthritis","Dolenec R, Laistler E, Milanic M.","Biomed Opt Express. 2019 Nov 26;10(12):6555-6568. doi: 10.1364/BOE.10.006555. eCollection 2019 Dec 1.","Dolenec R","Biomed Opt Express","2019","2019/12/20","PMC6913408","","10.1364/BOE.10.006555"
